,Student,Group,user-requirement-phase5,infovis-phase5,novelty-phase5,total-phase5,tech-phase5,tech-phase4,user-requirement-phase4,infovis-phase4,novelty-phase4,total-phase4,tech-phase3,user-requirement-phase3,infovis-phase3,novelty-phase3,total-phase3,tech-phase2,user-requirement-phase2,infovis-phase2,novelty-phase2,total-phase2,tech-phase1,user-requirement-phase1,infovis-phase1,novelty-phase1,total-phase1,improve-ur-12,improve-ur-23,improve-ur-34,improve-ur-45,improve-ur-15,improve-ur-25,improve-vis-12,improve-vis-23,improve-vis-34,improve-vis-45,improve-vis-15,improve-vis-25,improve-novel-12,improve-novel-23,improve-novel-34,improve-novel-45,improve-novel-15,improve-novel-25,improve-tech-12,improve-tech-23,improve-tech-34,improve-tech-45,improve-tech-25,improve-tech-15,improve-total-12,improve-total-23,improve-total-34,improve-total-45,improve-total-15,improve-total-25,improve-sum-ur,improve-sum-vis,improve-sum-novel,improve-sum-tech,add-loc-12,delete-loc-12,change-files-12,add-loc-15,delete-loc-15,change-files-15,add-loc-23,delete-loc-23,change-files-23,add-loc-34,delete-loc-34,change-files-34,add-loc-45,delete-loc-45,change-files-45,add-loc-25,delete-loc-25,change-files-25,add-loc-sum,improve-effort-12,improve-effort-23,improve-effort-34,improve-effort-45,improve-effort-15,improve-effort-25,Q2_Q2_1,Q2_Q2_2,Q2_Q2_3,Q2_Q2_4,Q2_Q2_5,Q2_Q2_6,Q2_Q2_7,Q2_Q2_8,Q2_Q2_9,Q2_Q2_10,Q2_Q2_11,Q2_Q2_12,Q2_Q2_13,Q3_Q3_1,Q3_Q3_2,Q3_Q3_3,Q3_Q3_4,Q3_Q3_5,Q4_Q4_1,Q4_Q4_2,Q4_Q4_3,Q4_Q4_4,Q4_Q4_5,Q5_Q5_1,Q5_Q5_2,Q5_Q5_3,Q5_Q5_4,Q5_Q5_5,Q7_Q7_1,Q7_Q7_2,Q7_Q7_3,Q7_Q7_4,Q8_Q8_1,Q8_Q8_2,Q10,Q11,Q12,Q13,Q14
72,jiapulidoar,1.0,60.0,83.33,66.67,310.0,100.0,100.0,40.0,62.5,75.0,277.5,100.0,40.0,66.67,75.0,281.67,100.0,40.0,41.67,75.0,256.67,87.5,40.0,50.0,41.67,219.17,0.0,0.0,0.0,20.0,20.0,20.0,-8.329999999999998,25.0,-4.170000000000002,20.83,33.33,41.66,33.33,0.0,0.0,-8.329999999999998,25.0,-8.329999999999998,12.5,0.0,0.0,0.0,0.0,12.5,37.50000000000003,25.0,-4.170000000000016,32.5,90.83000000000001,53.329999999999984,20.0,33.33,25.0,12.5,3.0,35.0,2.0,22.0,142.0,8.0,24.0,61.0,1.0,0.0,0.0,0.0,3.0,35.0,2.0,0.0,0.0,2017.0,30.0,-14.5,-6.5,0.0,-14.5,-49.0,0.0,3.0,6.0,6.0,6.0,6.0,4.0,6.0,5.0,6.0,5.0,5.0,6.0,3.0,5.0,5.0,6.0,5.0,6.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,5.0,5.0,2.0,0.0,0.0,0.0,3.0
73,jsviveroj,1.0,80.0,79.17,72.5,331.67,100.0,87.5,60.0,58.33,75.0,280.83,87.5,60.0,58.33,87.5,293.33,75.0,20.0,33.33,25.0,153.33,50.0,20.0,33.33,0.0,103.33,0.0,40.0,0.0,20.0,60.0,60.0,0.0,25.0,0.0,20.840000000000003,45.84,45.84,25.0,62.5,-12.5,-2.5,72.5,47.5,25.0,12.5,0.0,12.5,25.0,50.0,50.000000000000014,139.99999999999997,-12.5,50.84000000000003,228.34000000000003,178.34,60.0,45.84,72.5,50.0,6.0,32.0,2.0,17.0,147.0,3.0,12.0,52.0,2.0,5.0,44.0,2.0,6.0,32.0,2.0,15.0,120.0,2.0,29.0,-10.0,-14.0,-17.0,-10.0,-56.5,-45.0,3.0,3.0,3.0,3.0,3.0,4.0,6.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,5.0,4.0,5.0,1.0,3.0,1.0,3.0,4.0,3.0,2.0,0.0,0.0,4.0,4.0
74,daandradec,1.0,100.0,66.67,95.0,336.67,75.0,75.0,100.0,75.0,68.75,318.75,100.0,20.0,58.33,62.5,240.83,87.5,80.0,58.33,87.5,313.33,50.0,0.0,25.0,62.5,137.5,80.0,-60.0,80.0,0.0,100.0,20.0,33.33,0.0,16.67,-8.329999999999998,41.67,8.340000000000003,25.0,-25.0,6.25,26.25,32.5,7.5,37.5,12.5,-25.0,0.0,-12.5,25.0,175.82999999999998,-72.49999999999997,77.91999999999999,17.920000000000016,199.17000000000002,23.340000000000032,100.0,41.67,32.5,25.0,0.0,0.0,0.0,11.0,62.0,2.0,61.0,125.0,2.0,69.0,12.0,1.0,0.0,0.0,0.0,36.0,132.0,12.0,130.0,0.0,-1.5,63.0,0.0,-20.0,-30.0,0.0,5.0,3.0,1.0,3.0,3.0,6.0,6.0,5.0,6.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,6.0,2.0,2.0,2.0,2.0,6.0,5.0,2.0,0.0,0.0,8.0,2.0
75,jcrubioa,1.0,40.0,50.0,81.25,246.25,75.0,75.0,20.0,45.83,75.0,215.83,75.0,20.0,29.17,81.25,205.42,75.0,0.0,25.0,87.5,187.5,75.0,20.0,41.67,0.0,136.67,-20.0,20.0,0.0,20.0,20.0,40.0,-16.67,4.170000000000002,16.659999999999997,4.170000000000002,8.329999999999998,25.0,87.5,-6.25,-6.25,6.25,81.25,-6.25,0.0,0.0,0.0,0.0,0.0,0.0,50.83000000000001,17.919999999999987,10.410000000000025,30.419999999999987,109.58000000000001,58.75,20.0,8.329999999999998,81.25,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,3.0,4.0,4.0,5.0,5.0,2.0,3.0,2.0,3.0,4.0,1.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,0.0,0.0,0.0,1.0
76,joahernandezca,1.0,20.0,54.17,25.0,161.67,62.5,50.0,20.0,37.5,25.0,132.5,50.0,0.0,33.33,25.0,108.33,50.0,0.0,25.0,0.0,75.0,50.0,0.0,37.5,62.5,150.0,0.0,0.0,20.0,0.0,20.0,20.0,-12.5,8.329999999999998,4.170000000000002,16.67,16.67,29.17,-62.5,25.0,0.0,0.0,-37.5,25.0,0.0,0.0,0.0,12.5,12.5,12.5,-75.0,33.33,24.17,29.169999999999987,11.669999999999987,86.66999999999999,20.0,16.67,-37.5,12.5,0.0,0.0,0.0,2.0,25.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-10.5,0.0,1.0,1.0,3.0,2.0,5.0,5.0,6.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,4.0,6.0,4.0,6.0,3.0,5.0,4.0,4.0,5.0,2.0,2.0,4.0,2.0,4.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,6.0
77,ItsNavi,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,-12.5,0.0,0.0,-12.5,0.0,12.5,-12.5,0.0,0.0,0.0,-12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,4.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,5.0,6.0,1.0,5.0,6.0,2.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,4.0,1.0,2.0,1.0,3.0,5.0,4.0,2.0,1.0,1.0,0.0,4.0
78,Zeugmax,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,-12.5,0.0,0.0,-12.5,0.0,12.5,-12.5,0.0,0.0,0.0,-12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,2.0,3.0,6.0,4.0,5.0,4.0,2.0,5.0,4.0,2.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0,1.0,2.0,6.0,1.0,5.0,0.0,5.0,1.0,3.0,0.0,4.0,5.0,4.0,2.0,0.0,0.0,7.0,3.0
79,kastellanos,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,4.0,6.0,0.0,6.0,6.0,6.0,6.0,4.0,6.0,0.0,6.0,5.0,5.0,6.0,6.0,5.0,1.0,4.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0,3.0,2.0,10.0,0.0,4.0
80,JairVillalba,1.0,0.0,0.0,0.0,75.0,75.0,62.5,0.0,0.0,0.0,62.5,62.5,0.0,0.0,0.0,62.5,62.5,0.0,0.0,0.0,62.5,62.5,0.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,12.5,12.5,0.0,0.0,0.0,12.5,12.5,12.5,0.0,0.0,0.0,12.5,9.0,111.0,4.0,21.0,114.0,7.0,18.0,48.0,3.0,27.0,75.0,5.0,9.0,111.0,4.0,0.0,0.0,0.0,63.0,-46.5,-6.0,-10.5,-46.5,-36.0,0.0,3.0,4.0,5.0,3.0,5.0,3.0,6.0,4.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,0.0,1.0,3.0,3.0,2.0,0.0,0.0,5.0,4.0
81,jusherrerama,2.0,20.0,25.0,0.0,120.0,75.0,62.5,20.0,25.0,0.0,107.5,62.5,20.0,37.5,0.0,120.0,62.5,20.0,29.17,50.0,161.67,25.0,20.0,37.5,0.0,82.5,0.0,0.0,0.0,0.0,0.0,0.0,-8.329999999999998,8.329999999999998,-12.5,0.0,-12.5,-4.170000000000002,50.0,-50.0,0.0,0.0,0.0,-50.0,37.5,0.0,0.0,12.5,12.5,50.0,79.16999999999999,-41.66999999999999,-12.5,12.5,37.5,-41.66999999999999,0.0,-12.5,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,bdvegat,2.0,20.0,25.0,0.0,107.5,62.5,50.0,20.0,25.0,0.0,95.0,50.0,20.0,25.0,0.0,95.0,50.0,20.0,25.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,12.5,12.5,62.5,95.0,0.0,0.0,12.5,107.5,12.5,20.0,25.0,0.0,62.5,0.0,0.0,5.0,25.0,50.0,3.0,25.0,50.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,3.0,4.0,5.0,3.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,1.0,2.0,1.0,1.0,4.0,5.0,1.0,0.0,0.0,6.0,4.0
83,Phoenixest,2.0,0.0,25.0,25.0,75.0,25.0,25.0,20.0,25.0,25.0,95.0,25.0,20.0,25.0,25.0,95.0,37.5,20.0,29.17,25.0,111.67,0.0,20.0,29.17,25.0,74.17,0.0,0.0,0.0,-20.0,-20.0,-20.0,0.0,-4.170000000000002,0.0,0.0,-4.170000000000002,-4.170000000000002,0.0,0.0,0.0,0.0,0.0,0.0,37.5,-12.5,0.0,0.0,-12.5,25.0,37.5,-16.67,0.0,-20.0,0.8299999999999983,-36.67,-20.0,-4.170000000000002,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,3.0,3.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,1.0,0.0,4.0,1.0,5.0,0.0,1.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0
84,HashNick,2.0,40.0,50.0,25.0,152.5,37.5,37.5,40.0,54.17,0.0,131.67,37.5,20.0,45.83,0.0,103.33,50.0,0.0,33.33,25.0,108.33,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,40.0,40.0,33.33,12.5,8.340000000000003,-4.170000000000002,50.0,16.67,25.0,-25.0,0.0,25.0,25.0,0.0,50.0,-12.5,0.0,0.0,-12.5,37.5,108.33,-5.0,28.33999999999999,20.830000000000013,152.5,44.17,40.0,50.0,25.0,37.5,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,23.0,2.0,0.0,0.0,0.0,7.0,10.0,2.0,21.0,0.5,0.0,6.5,0.0,0.0,2.0,5.0,6.0,4.0,4.0,5.0,4.0,6.0,5.0,5.0,5.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,5.0,6.0,0.0,0.0,6.0,0.0,6.0,1.0,3.0,0.0,2.0,5.0,4.0,3.0,0.0,4.0,4.0,10.0
85,ccvacad,2.0,80.0,66.67,80.0,314.17,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,80.0,0.0,0.0,0.0,66.67,66.67,66.67,0.0,0.0,0.0,80.0,80.0,80.0,12.5,-12.5,0.0,87.5,75.0,87.5,12.5,-12.5,0.0,314.17,314.17,301.67,80.0,66.67,80.0,87.5,3.0,41.0,1.0,2.0,38.0,5.0,0.0,0.0,0.0,2.0,36.0,5.0,19.0,57.0,2.0,1.0,1.0,1.0,24.0,-17.5,0.0,-16.0,-9.5,-17.0,0.5,1.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,1.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,4.0,2.0,1.0,4.0,2.0,5.0,1.0,0.0,1.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,2.0
86,joaortizro,2.0,100.0,50.0,87.5,325.0,87.5,87.5,80.0,50.0,62.5,280.0,87.5,80.0,50.0,87.5,305.0,87.5,60.0,33.33,87.5,268.33,62.5,20.0,25.0,0.0,107.5,40.0,20.0,0.0,20.0,80.0,40.0,8.329999999999998,16.67,0.0,0.0,25.0,16.67,87.5,0.0,-25.0,25.0,87.5,0.0,25.0,0.0,0.0,0.0,0.0,25.0,160.82999999999998,36.670000000000016,-25.0,45.0,217.5,56.670000000000016,80.0,25.0,87.5,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5.0,6.0,0.0,5.0,3.0,6.0,5.0,3.0,5.0,3.0,2.0,6.0,3.0,4.0,4.0,3.0,4.0,6.0,5.0,6.0,4.0,6.0,1.0,3.0,1.0,1.0,3.0,0.0,2.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,5.0,10.0
87,juasmartinezbel,2.0,100.0,75.0,75.0,337.5,87.5,75.0,100.0,58.33,87.5,320.83,75.0,60.0,70.83,87.5,293.33,75.0,80.0,54.17,87.5,296.67,75.0,60.0,54.17,62.5,251.67,20.0,-20.0,40.0,0.0,40.0,20.0,0.0,16.659999999999997,-12.5,16.67,20.83,20.83,25.0,0.0,0.0,-12.5,12.5,-12.5,0.0,0.0,0.0,12.5,12.5,12.5,45.00000000000003,-3.340000000000032,27.5,16.670000000000016,85.83000000000001,40.829999999999984,40.0,20.83,12.5,12.5,3.0,8.0,1.0,4.0,21.0,1.0,1.0,9.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,13.0,1.0,8.0,-1.0,-3.5,4.0,0.0,-6.5,-5.5,5.0,5.0,4.0,4.0,3.0,6.0,5.0,5.0,5.0,5.0,3.0,4.0,6.0,6.0,5.0,6.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,1.0,1.0,4.0,1.0,5.0,0.0,5.0,0.0,5.0,5.0,5.0,2.0,0.0,0.0,0.0,4.0
88,mdbelloc,2.0,0.0,37.5,25.0,137.5,75.0,75.0,0.0,29.17,25.0,129.17,75.0,0.0,33.33,25.0,133.33,75.0,0.0,25.0,25.0,125.0,37.5,0.0,29.17,25.0,91.67,0.0,0.0,0.0,0.0,0.0,0.0,-4.170000000000002,8.329999999999998,-4.159999999999997,8.329999999999998,8.329999999999998,12.5,0.0,0.0,0.0,0.0,0.0,0.0,37.5,0.0,0.0,0.0,0.0,37.5,33.33,8.330000000000013,-4.160000000000025,8.330000000000013,45.83,12.5,0.0,8.329999999999998,0.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,3.0
89,diegocruz10,2.0,20.0,45.83,25.0,128.33,37.5,37.5,40.0,29.17,0.0,106.67,37.5,20.0,54.17,0.0,111.67,50.0,20.0,58.33,0.0,128.33,25.0,20.0,45.83,0.0,90.83,0.0,0.0,20.0,-20.0,0.0,0.0,12.5,-4.159999999999997,-25.0,16.659999999999997,0.0,-12.5,0.0,0.0,0.0,25.0,25.0,25.0,25.0,-12.5,0.0,0.0,-12.5,12.5,37.500000000000014,-16.66000000000001,-5.0,21.66000000000001,37.500000000000014,0.0,0.0,0.0,25.0,12.5,74.0,150.0,3.0,2.0,0.0,3.0,45.0,93.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,938.0,3.0,119.0,-1.0,-1.5,0.0,0.0,2.0,-363.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,4.0,2.0
90,crarojasca,2.0,20.0,25.0,0.0,45.0,0.0,0.0,20.0,25.0,0.0,45.0,0.0,20.0,25.0,0.0,45.0,12.5,20.0,25.0,0.0,57.5,0.0,20.0,25.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,-12.5,0.0,0.0,-12.5,0.0,12.5,-12.5,0.0,0.0,0.0,-12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,5.0,4.0,4.0,6.0,6.0,3.0,6.0,3.0,4.0,6.0,5.0,6.0,6.0,6.0,4.0,5.0,4.0,6.0,5.0,5.0,5.0,3.0,6.0,3.0,6.0,1.0,3.0,0.0,4.0,5.0,5.0,2.0,0.0,0.0,0.0,7.0
91,sagilm,2.0,20.0,33.33,62.5,178.33,62.5,50.0,0.0,37.5,62.5,150.0,50.0,0.0,33.33,62.5,145.83,37.5,0.0,33.33,0.0,70.83,25.0,0.0,25.0,0.0,50.0,0.0,0.0,0.0,20.0,20.0,20.0,8.329999999999998,0.0,4.170000000000002,-4.170000000000002,8.329999999999998,0.0,0.0,62.5,0.0,0.0,62.5,62.5,12.5,12.5,0.0,12.5,25.0,37.5,20.83,75.00000000000001,4.1699999999999875,28.330000000000013,128.33,107.50000000000001,20.0,8.329999999999998,62.5,37.5,14.0,35.0,3.0,19.0,129.0,6.0,7.0,8.0,3.0,12.0,13.0,4.0,15.0,103.0,1.0,25.0,120.0,5.0,48.0,-3.5,3.0,5.5,-36.5,-45.5,-35.0,2.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,6.0,2.0,0.0,6.0,4.0,5.0,2.0,4.0,2.0,1.0,5.0,2.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,10.0,3.0
92,idrojasf,2.0,20.0,50.0,25.0,170.0,75.0,75.0,20.0,58.33,0.0,153.33,37.5,60.0,58.33,0.0,155.83,37.5,60.0,45.83,25.0,168.33,62.5,20.0,62.5,62.5,207.5,40.0,0.0,-40.0,0.0,0.0,-40.0,-16.67,12.5,0.0,-8.329999999999998,-12.5,4.170000000000002,-37.5,-25.0,0.0,25.0,-37.5,0.0,-25.0,0.0,37.5,0.0,37.5,12.5,-39.16999999999999,-12.5,-2.5,16.669999999999987,-37.5,1.6699999999999875,0.0,-12.5,-37.5,12.5,0.0,0.0,0.0,12.0,15.0,2.0,0.0,0.0,0.0,11.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,6.5,0.0,4.5,0.0,1.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,3.0,4.0,3.0,1.0,4.0,4.0,5.0,1.0,1.0,1.0,3.0,4.0,5.0,4.0,8.0,8.0,5.0,5.0
93,raulramirezp,2.0,60.0,45.83,66.67,272.5,100.0,75.0,40.0,33.33,0.0,148.33,75.0,40.0,33.33,75.0,223.33,75.0,40.0,29.17,75.0,219.17,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,20.0,60.0,20.0,29.17,4.159999999999997,0.0,12.5,45.83,16.659999999999997,75.0,0.0,-75.0,66.67,66.67,-8.329999999999998,75.0,0.0,0.0,25.0,25.0,100.0,219.17,4.160000000000025,-75.0,124.16999999999999,272.5,53.33000000000001,60.0,45.83,66.67,100.0,22.0,20.0,8.0,23.0,24.0,7.0,0.0,0.0,0.0,22.0,18.0,3.0,19.0,0.0,1.0,22.0,37.0,3.0,63.0,12.0,0.0,13.0,19.0,11.0,3.5,5.0,5.0,5.0,5.0,4.0,5.0,6.0,5.0,5.0,6.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,1.0,4.0,1.0,5.0,1.0,2.0,1.0,2.0,5.0,5.0,2.0,0.0,0.0,7.0,7.0
94,fabianr23,2.0,80.0,58.33,87.5,325.83,100.0,100.0,100.0,70.83,87.5,358.33,100.0,100.0,70.83,87.5,358.33,100.0,80.0,62.5,87.5,330.0,50.0,80.0,75.0,0.0,205.0,0.0,20.0,0.0,-20.0,0.0,0.0,-12.5,8.329999999999998,0.0,-12.5,-16.67,-4.170000000000002,87.5,0.0,0.0,0.0,87.5,0.0,50.0,0.0,0.0,0.0,0.0,50.0,125.0,28.329999999999984,0.0,-32.5,120.82999999999998,-4.170000000000016,0.0,-16.67,87.5,50.0,47.0,132.0,2.0,84.0,113.0,6.0,20.0,35.0,4.0,97.0,110.0,2.0,18.0,11.0,2.0,141.0,96.0,6.0,182.0,-19.0,2.5,42.0,12.5,27.5,93.0,4.0,5.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,2.0,5.0,0.0,0.0,4.0
95,jhriverasa,2.0,100.0,58.33,60.0,318.33,100.0,75.0,100.0,70.83,87.5,333.33,87.5,100.0,50.0,75.0,312.5,87.5,20.0,29.17,87.5,224.17,50.0,20.0,29.17,43.75,142.92,0.0,80.0,0.0,0.0,80.0,80.0,0.0,20.83,20.83,-12.5,29.159999999999997,29.159999999999997,43.75,-12.5,12.5,-27.5,16.25,-27.5,37.5,0.0,-12.5,25.0,12.5,50.0,81.25,88.33000000000001,20.829999999999984,-15.0,175.41,94.16,80.0,29.159999999999997,16.25,50.0,14.0,65.0,8.0,73.0,158.0,5.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,10.0,24.0,93.0,2.0,15.0,-18.5,-0.5,0.0,0.0,-6.0,-22.5,3.0,5.0,4.0,3.0,6.0,4.0,6.0,6.0,4.0,3.0,4.0,3.0,5.0,2.0,4.0,3.0,5.0,3.0,4.0,4.0,4.0,2.0,3.0,1.0,2.0,3.0,2.0,4.0,1.0,3.0,1.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,3.0
96,jhonsd1996,2.0,20.0,54.17,25.0,174.17,75.0,75.0,20.0,62.5,0.0,157.5,75.0,20.0,58.33,0.0,153.33,75.0,0.0,0.0,0.0,75.0,50.0,0.0,25.0,25.0,100.0,0.0,20.0,0.0,0.0,20.0,20.0,-25.0,58.33,4.170000000000002,-8.329999999999998,29.17,54.17,-25.0,0.0,0.0,25.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,25.0,-25.0,78.33000000000001,4.1699999999999875,16.669999999999987,74.16999999999999,99.16999999999999,20.0,29.17,0.0,25.0,2.0,3.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,32.0,8.0,2.0,0.5,0.0,0.0,0.0,0.0,-10.0,4.0,4.0,2.0,3.0,3.0,5.0,5.0,6.0,5.0,5.0,3.0,2.0,5.0,3.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,2.0,0.0,0.0,2.0
