,Student,Group,added_sum,phase
361,dfhincapiem,1.0,"['libraries.js', 'dataStation.push', 'weather.js', '.icon', 'marker.addListener', 'house.js', 'crimes.js', 'dataLibraries.push', 'dataPolice.push', 'Libraries.push', 'locations.length', 'Crimes.push', 'dataCrimes.length', 'dataParks.push', 'dataParks.length', 'dataLibraries.length', 'parks.js', 'openweathermap.org', 'policestation.js', 'dataStation.length', 'dataCrimes.push', 'Parks.push']",3
362,helmeraac,1.0,"['options.js', 'en.tutiempo.net', 'weather.jpg', '.weather', '.box']",3
363,dasalgadob,1.0,"['.CommonModule', '.AgmCoreModule.forRoot', 'this.lng', 'this.lat', '.sebm']",3
364,falperezgo,1.0,[],3
365,djguzmanc,1.0,"['Math.sqrt', '.text', 'Math.min', '.dist', '.push', 'Math.pow', '.ajax', 'dist.indexOf', 'jquery.min.js', 'dist.push', '.ready', '.each', 'GetRegionChildren.htm', 'GetRegionChildren.xml', '.find']",3
366,gsuarezc04,1.0,"['infowindow.setContent', '.jpg', 'chart.js', 'Math.floor', 'arrayPoliceStations.length', 'item.text.split', '.attr', '.svg.BubbleChart', '.toFixed', 'arrayParks.length', 'infowindow.open', 'd.cy', 'arrayParks.push', 'students.jpg', 'extarray.js', 'Math.random', 'google.maps.event.addDomListener', 'microplugin.js', 'index.js', 'phuonghuynh.github.io', 'google.maps.LatLng', 'observer.js', 'item.count', 'lines.js', 'infowindow.close', 'location.reload', '.join', 'misc.js', 'click.js', 'd.cx', 'google.maps.event.addListener', 'transform.js']",3
367,oeroaq,1.0,"['.addEventListener', 'listener.js', 'y.json', 'xiax.json', '.cachedContents.largest.longitude', 'parkM.push', 'fireM.push', 'check.checked', 'fireM.length', 'document.addEventListener', 'parkM.length', 'map.data.loadGeoJson', '.location.coordinates', '.cachedContents.largest.latitude', 'policeM.length', 'policeM.push', 'document.querySelector', '.columns', 'rjxe.json']",3
368,gcantem,1.0,[],3
369,Semoralesga,1.0,"['.item.scroll', '.libraries', 'b.security', 'b.libraries', 'a.libraries', '.data.latitude', '.parks', '.location', 'google.maps.Size', '.security', 'a.security', 'biblioteca.unedteruel.org', '.data.longitude', 'b.parks', 'a.parks']",3
370,jonatan360,1.0,[],3
371,jesusfchavarro,1.0,"['.js', '.ajax', 'jsInitMap.js']",3
372,stevenbustos,1.0,"['.Informacion', 'svg.attr', '.insert', 'Math.floor', 'd.value', '.transition', 'color.domain', '.svg.arc', '.attr', 'boundBox.getNorthEast', 'svg.append', '.style', 'northEast.lat', '.slices', 'json.data.length', '.selectAll', 'google.maps.ElevationService', 'svg.select', 'path.slice', '.sort', 'boundBox.getSouthWest', 'southWest.lat', 'southWest.lng', 'value.setMap', 'labels.map', '.remove', '.layout.pie', 'Math.min', 'Math.random', '.select', '.append', '.range', '.outerRadius', 'google.maps.LatLng', '.setMap', '.data', '.duration', 'locations.push', '.innerRadius', 'slice.enter', 'google.maps.ElevationStatus.OK', '.domain', '.empty', '.click', 'slice.exit', '.attrTween', '.scale.ordinal', 'markers.push', 'd.data.label', 'markers.length', '.inf', 'google.maps.event.addListener', 'elevator.getElevationForLocations', '.interpolate', 'northEast.lng', '.each', 'map.getBounds', '.value']",3
373,jufcontrerasco,1.0,[],3
374,dsbarrerag,1.0,[],3
375,wolfstain,1.0,"['.getExtendedBounds', 'ClusterIcon.prototype.setCenter', 'd.json', '.slice', 'trPix.y', 'this.anchor', 'response.routes', 'style.join', 'type.co.uk', 'ClusterIcon.prototype.onAdd', 'this.bounds', 'this.readyState', '.ready', 'MarkerClusterer.prototype.getMaxZoom', 'this.height', 'ClusterIcon.prototype.useStyle', '.getBounds', 'this.prevZoom', 'ClusterIcon.prototype.setSums', 'this.calculator', 'MarkerClusterer.prototype.getExtendedBounds', 'MarkerClusterer.prototype.isZoomOnClick', 'this.prototype', 'markerClusterer.getStyles', '.warnings', 'sums.text', 'sums.index', '.extend', 'xmlhttpW.send', 'MarkerClusterer.prototype.setMaxZoom', 'MarkerClusterer.prototype.removeMarker', 'MarkerClusterer.prototype.isMarkerInBounds', 'cuerpo.appendChild', 'this.MARKER', 'this.extend', 'google.maps.event.addDomListener', '.fromLatLngToDivPixel', 'window.alert', 'pos.x', 'pos.y', 'ClusterIcon.prototype', '.instructions', 'MarkerClusterer.prototype.setCalculator', 'ClusterIcon.prototype.createCss', 'style.push', '.getMarkerClusterer', 'MarkerClusterer.prototype.setMap', '.indexOf', 'that.triggerClusterClick', '.appendChild', '.childNodes', 'google.maps.event.addListener', 'MarkerClusterer.prototype.repaint', 'this.markerClusterer', 'MarkerClusterer.prototype.clearMarkers', 'this.url', 'xmlhttpW.onreadystatechange', '.getStyles', 'e.latLng', 'markerclusterer.js', 'MarkerClusterer.prototype.addMarker', 'MarkerClusterer.prototype.pushMarkerTo', 'MarkerClusterer.prototype.getTotalClusters', 'MapClick.php', '.style.cssText', 'MarkerClusterer.prototype.onAdd', 'this.removeMarker', 'blPix.y', 'that.repaint', 'marker.addListener', 'MarkerClusterer.prototype.setReady', 'this.zoomOnClick', 'bounds.extend', 'MarkerClusterer.prototype.createClusters', 'document.createElement', 'object.prototype', 'markerClusterer.getGridSize', 'ClusterIcon.prototype.onRemove', 'markerClusterer.isZoomOnClick', 'this.cluster', 'this.sizes', 'Cluster.prototype.getMarkers', '.index', 'MarkerClusterer.prototype.getMarkers', '.style.top', 'MarkerClusterer.prototype.MARKER', '.apply', 'Cluster.prototype.getMarkerClusterer', 'ClusterIcon.prototype.hide', 'that.map', 'this.backgroundPosition', '.setSums', 'trPix.x', 'map.data.loadGeoJson', 'directionResult.routes', 'this.resetViewport', 'MarkerClusterer.prototype.removeMarkers', 'this.textColor', 'MarkerClusterer.prototype.getMap', 'Math.sin', 'document.createTextNode', 'xmlhttpW.open', 'MarkerClusterer.prototype.calculator', 'this.styles', 'ClusterIcon.prototype.remove', 'this.getExtendedBounds', 'map.To', 'cluster.getMap', 'google.maps.InfoWindow', 'MarkerClusterer.prototype.setupStyles', 'directionsService.route', 'directionsDisplay.setDirections', '.getZoom', 'this.redraw', 'directionsDisplay.setMap', 'Cluster.prototype.getMap', 'MarkerClusterer.prototype.getMinClusterSize', '.setCenter', '.parentNode', 'myRoute.steps.length', 'MarkerClusterer.prototype.draw', 'this.isMarkerInBounds', '.contains', 'Math.PI', 'this.div', 'bounds.contains', 'projection.fromDivPixelToLatLng', 'this.sums', 'MarkerClusterer.prototype.resetViewport', 'this.center', 'this.status', 'google.maps.DirectionsRenderer', '.getSouthWest', 'MarkerClusterer.prototype.getGridSize', 'cluster.getCenter', 'cluster.addMarker', 'MarkerClusterer.prototype.setMinClusterSize', 'ClusterIcon.prototype.show', '.fitBounds', 'this.hide', 'MarkerClusterer.prototype.getStyles', '.splice', 'cluster.remove', '.getNorthEast', 'this.setupStyles', 'google.maps.event.trigger', '.style.display', 'marker.getMap', 'marker.setPosition', 'markerClusterer.isAverageCenter', 'Math.cos', 'MarkerClusterer.prototype.extend', 'this.addToClosestCluster', 'MarkerClusterer.prototype.isAverageCenter', 'this.distanceBetweenPoints', 'google.maps.MouseEvent', '.hide', 'Math.max', 'MarkerClusterer.prototype.setGridSize', 'this.maxZoom', 'this.createClusters', '.getMaxZoom', '.lat', '.parentNode.removeChild', 'this.visible', 'this.isMarkerAlreadyAdded', 'Math.min', 'this.imagePath', 'MarkerClusterer.prototype.getTotalMarkers', 'libraries.push', 'this.responseXML', 'markerArray.length', 'Cluster.prototype.updateIcon', 'marker.setMap', 'this.calculateBounds', 'MarkerClusterer.prototype.redraw', 'google.maps.LatLngBounds', 'this.width', 'that.redraw', 'that.resetViewport', 'marker.isAdded', 'Cluster.prototype.remove', 'Cluster.prototype', 'Math.sqrt', 'Cluster.prototype.isMarkerAlreadyAdded', 'this.useStyle', 'this.addMarkers', 'this.markers', 'ClusterIcon.prototype.getPosFromLatLng', 'this.createCss', 'stepDisplay.setContent', 'this.averageCenter', '.legs', '.js', 'BoundariesNeighborhoods.geojson', 'this.clusters', 'window.setTimeout', 'this.imageExtension', 'clusterToAddTo.isMarkerInClusterBounds', 'stepDisplay.open', 'marker.getPosition', 'this.text', '.getAttribute', '.getCalculator', '.show', '.modal', '.push', 'MarkerClusterer.prototype.getCalculator', 'panes.overlayMouseTarget.appendChild', 'blPix.x', 'clusterToAddTo.addMarker', 'that.prevZoom', 'MarkerClusterer.prototype.distanceBetweenPoints', 'this.padding', 'this.ready', 'this.index', '.remove', '.start', 'this.getMarkers', 'this.iconAnchor', 'ClusterIcon.prototype.draw', 'Math.atan', 'google.maps.Point', 'this.minClusterSize', 'Cluster.prototype.getCenter', 'markerClusterer.getMap', 'this.setReady', 'Cluster.prototype.isMarkerInClusterBounds', 'markerClusterer.getMinClusterSize', 'title.appendChild', 'MarkerClusterer.prototype.setStyles', 'this.getPosFromLatLng', 'this.pushMarkerTo', '.lng', 'xmlDoc.getElementsByTagName', 'map.data.setStyle', 'this.updateIcon', 'MarkerClusterer.prototype', 'this.clusterIcon', 'MarkerClusterer.prototype.fitMapToMarkers', 'MarkerClusterer.prototype.addMarkers', 'Cluster.prototype.getBounds', 'markers.length', 'Cluster.prototype.calculateBounds', 'Cluster.prototype.addMarker', 'ClusterIcon.prototype.triggerClusterClick', 'cluster.getMarkerClusterer', 'Cluster.prototype.getSize', 'MarkerClusterer.prototype.addToClosestCluster', 'myRoute.steps', 'this.textSize', 'google.maps.DirectionsService', '.style.left', 'this.gridSize']",3
376,miaborjaac,1.0,"['infowindow.setContent', 'MapClick.php', 'data.longitude', 'data.phone', 'btn.onclick', 'document.getElementsByClassName', 'val.year', '.split', 'data.property', 'span.onclick', 'GetZestimate.htm', 'data.address', 'modal.style.display', 'data.address.replace', 'data.latitude', 'data.management', 'event.target', 'google.maps.InfoWindow', 'window.onclick', 'val.date', '.eq', 'google.maps.event.addListener', 'infowindow.open', '.value']",3
377,ivdgonzalezco,1.0,"['infowindow.setContent', 'windows.pop', '.done', 'policeStation.js', '.setContent', '.split', '.addListener', 'windows.push', '.open', 'data.split', 'rowCells.length', 'today.getFullYear', 'markers.pop', 'n.addListener', 'google.maps.InfoWindow', 'markers.push', 'today.getDate', '.ajax', 'google.maps.event.addListener', 'allRows.length', 'infowindow.open', 'today.getMonth']",3
378,maikellPardo,1.0,[],3
379,Christian7sr,1.0,"['invocation.open', 'invocation.responseText', 'node.district', 'invocation.onreadystatechange', '.json', 'httpRequest.onerror', 'js.org', 'heatmap.setMap', 'e.name', 'httpRequest.onload', 'm.addListener', 'e.upload', '.min.js', 'JSON.stringify', 'data.length', 'sites.push', 'heatmap.getMap', 'node.longitude', 'node.latitude', '.format', '.generate', 'jsonData.forEach', 'google.maps.LatLng', 'GetSearchResults.htm', 'httpRequest.setRequestHeader', 'lon.push', 'district.length', 'heatmap.set', 'invocation.send', 'invocation.readyState', '.min.css', 'google.maps.visualization.HeatmapLayer', 'httpRequest.open', '.get', 'bar.other']",3
380,jsnarvaezb,1.0,[],3
381,gfalbarracinr,1.0,[],3
382,aldiazve,1.0,[],3
383,diegoaguevarar,1.0,"['house.key', 'locationA.lon', 'd.lat', 'node.appendChild', 'stats.js', 'house.pho', '.polygonVertex', 'NON.RESID', '.mindate', '.key', 'response.results.length', 'result.housePolice', 'locationB.lat', 'string.concat', 'location.key', '.addInfo', 'stat.crimesList.length', 'd.lon', '.lon', '.results', 'dot.setAttribute', 'request.setRequestHeader', 'logic.js', 'this.getPosition', '.datatype', 'dataArrayGeo.push', 'candidates.length', 'zz.hxic', 'intervalDate.length', 'dd.va', 'response.length', 'multipolygonString.split', 'li.appendChild', 'marker.addListener', 'request.responseText', 'result.houseCrimesX', 'house.dist', 'offlinedata.js', 'locationA.lat', '.maxdate', 'circle.crime', 'avaLocations.length', 'stat.nearPolice.dist', '.date', 'stations.length', 'result.minPolice', '.id', 'rb.mae', 'intervalDate.push', 'document.createTextNode', 'nnr.w', '.dist', 'li.setAttribute', 'basicData.push', 'houses.push', 'nearest.push', 'houses.sort', 'locationB.lon', 'd.map', 'result.houseCrimes', 'result.maxCrimes', 'updatedStations.js', 'PRO.EMP', '.lat', 'dataArray.pos', 'stat.nearClimate.dist', '.maxdate.split', '.longitude', 'elem.appendChild', 'house.lon', 'location.reload', 'nearest.length', 'zipCodes.length', 'filteredData.push', 'x.setAttribute', 'candidates.push', 'x.checked', 'poly.zip', 'd.key', '.pho', 'houseList.length', 'response.results', 'xi.json', 'list.appendChild', 'listLocations.length', 'result.minCrimes', 'u.nfpp', '.latitude', 'offlineData.js', 'this.setAnimation', 'node.removeChild', 'home.chicagopolice.org', 'this.setIcon', 'dataArray.length', 'list.push', 'elem.setAttribute', 'house.lat', 'climateData.js', 'basicData.length', 'd.pho', 'xch.izp', 'points.push', '.setAttribute', 'filteredData.length']",3
384,fevargasmo,1.0,[],3
385,jmhurtadoc,1.0,"['google.maps.DirectionsService', 'balloon.min.css', 'marker.addListener']",3
386,anfmorenoso,1.0,[],3
387,nabautistal,1.0,[],3
388,crigar,1.0,"['Math.sqrt', 'Math.PI', 'distanceFunc.js', 'result.data', 'getDataJson.js', 'Math.atan', 'Math.cos', '.getJSON', 'jquery.min.js', 'Math.round', '.append', 'Math.sin', '.each', 'data.cityofchicago.org', 'rows.json']",3
389,jiapulidoar,1.0,[],3
390,jsviveroj,1.0,[],3
391,daandradec,1.0,[],3
392,jcrubioa,1.0,[],3
393,joahernandezca,1.0,[],3
394,ItsNavi,1.0,"['json.mindate', 'json.elevation', 'json.longitude', 'json.maxdate', 'xh.readyState', 'json.results.length', 'json.results', 'xh.open', 'json.name', 'xh.send', 'xmlhttp.setRequestHeader', 'xh.responseText', 'xh.onreadystatechange', 'xh.setRequestHeader', 'json.elevationUnit', 'xh.status', '.value', 'json.latitude']",3
395,Zeugmax,1.0,[],3
396,JairVillalba,1.0,"['.chart', '.textContent', 'Math.floor', '.done', 'updateBarChart.js', '.bind', '.style', '.iid', 'dictionaries.js', '.selectAll', '.enter', 'bar.js', 'Math.random', '.select', '.append', '.range', '.data', '.domain', '.ajax', '.scale.linear', '.childNodes']",3
397,jusherrerama,2.0,"['api.openweathermap.org', 'google.maps.Circle', 'json.weather', '.main', '.setMap', 'window.location.reload', 'marker.setMap']",3
398,bdvegat,2.0,[],3
399,Phoenixest,2.0,"['polMarks.length', 'jpol.open', 'script.src', 'jpol.readyState', 'y.json', 'P.D', 'jpol.onreadystatechange', 'document.createElement', 'jpol.responseText', '.latitude', '.district', 'jpol.status', 'console.log', 'jpol.send', 'week.geojsonp', '.location.coordinates', 'json.length', '.setMap', 'polMarks.push', 'data.cityofchicago.org', '.longitude', '.appendChild', '.ajax', 'document.getElementsByTagName']",3
400,HashNick,2.0,"['console.log', 'climate.js', 'this.getTitle', 'this.getPosition', 'google.maps.event.addListener']",3
401,ccvacad,2.0,[],3
402,joaortizro,2.0,"['hospital.ico', 'api.openweathermap.org', 'marker.getPosition', 'dic.length', '.dist', 'json.weather', 'bootstrap.min.css', '.main', '.key', 'dic.push', 'json.length', 'crimes.json', '.lng', '.value', '.lat', '.primary']",3
403,juasmartinezbel,2.0,"['tip.style', '.event.target', 'bbox.ne.x', 'node.offsetHeight', 'node.style', 'tip.direction', 'bbox.ne', 'callbacks.get', 'json.time.tempLabel', 'document.documentElement.scrollTop', 'bbox.n.x', '.map', 'html.apply', 'point.matrixTransform', 'bbox.nw', 'arguments.length', 'el.ownerSVGElement', 'document.createElement', 'bbox.nw.y', 'tip.attr', 'bbox.s.x', 'point.x', '.functor', 'bbox.nw.x', 'nodel.style', 'bbox.se.y', 'document.body.scrollLeft', '.style', 'document.documentElement.scrollLeft', 'json.data.temperature', 'coords.top', 'document.body.scrollTop', 'svg.createSVGPoint', '.apply', '.selection.prototype.style.apply', 'bbox.e', 'bbox.sw', 'json.time.startPeriodName', 'tbbox.x', 'targetel.getScreenCTM', 'direction.apply', 'callbacks.keys', 'offset.apply', 'bbox.e.x', 'coords.left', 'args.pop', 'Array.prototype.slice.call', 'bbox.se', 'bbox.s.y', 'bbox.w.y', 'bbox.ne.y', 'el.tagName.toLowerCase', 'point.y', 'bbox.w', 'bbox.e.y', 'bbox.s', 'bbox.n.y', 'tbbox.width', 'json.data.text', 'nodel.classed', 'tip.offset', 'tbbox.y', '.selection.prototype.attr.apply', 'bbox.w.x', 'bbox.sw.y', 'bbox.sw.x', 'document.body.appendChild', 'el.node', 'node.offsetWidth', 'tbbox.height', 'targetel.getBBox', 'node.node', 'args.length', 'bbox.n']",3
404,mdbelloc,2.0,[],3
405,diegocruz10,2.0,"['document.documentElement.scrollTop', '.attr', '.svg.arc', 'd.width', 'html.apply', 'point.matrixTransform', 'bbox.nw.y', 'svg.append', 'point.x', 'loading.style.display', 'coords.top', 'document.body.scrollTop', 'svg.createSVGPoint', 'direction.apply', 'offset.apply', 'bbox.e.x', 'bbox.se', '.on', 'bbox.s.y', 'bbox.s', 'bbox.n.y', 'nodel.classed', 'document.body.appendChild', 'el.node', 'b.weight', 'data.score', 'targetel.getBBox', 'node.node', 'bbox.se.y', 'args.length', '.text', 'node.offsetHeight', 'node.style', '.solidArc', '.map', 'bbox.nw', 'el.ownerSVGElement', 'document.createElement', '.min.js', 'tip.attr', 'tip.show', '.v', 'document.body.scrollLeft', '.style', '.tip', '.apply', '.enter', 'targetel.getScreenCTM', 'Array.prototype.slice.call', 'bbox.w.y', 'el.tagName.toLowerCase', 'point.y', 'd.data.color', '.selection.prototype.attr.apply', 'bbox.w.x', 'node.offsetWidth', 'bbox.n', '.offset', 'tip.style', '.event.target', '.tip.v', 'tip.direction', 'callbacks.get', 'arguments.length', 'bbox.s.x', '.functor', 'bbox.nw.x', 'document.documentElement.scrollLeft', '.selection.prototype.style.apply', 'bbox.e', 'b.score', '.sort', 'Math.min', 'callbacks.keys', 'svg.selectAll', '.outerRadius', 'bbox.w', 'tbbox.y', 'd.data.label', 'tbbox.height', 'bbox.sw.y', 'bbox.ne.x', 'tip.hide', 'bbox.ne', '.js', 'bbox.n.x', '.outlineArc', 'window.location.hash', 'nodel.style', 'data.reduce', 'bbox.sw', '.layout.pie', 'svg.call', 'coords.left', '.select', 'args.pop', 'loading.innerHTML', '.data', 'bbox.ne.y', '.innerRadius', 'bbox.e.y', 'tbbox.width', 'tip.offset', 'bbox.sw.x', 'd.data.score', 'tbbox.x']",3
406,crarojasca,2.0,"['button.js', 'google.maps.InfoWindow', 'scrollspy.js', 'modal.js', '.style.display', 'tooltip.js', 'bootstrap.min.css', 'collapse.js', 'transition.js', 'carousel.js', 'alert.js', 'marker.addListener', 'dropdown.js', 'infowindow.open', 'popover.js', 'affix.js', 'tab.js']",3
407,sagilm,2.0,[],3
408,idrojasf,2.0,"['hGsvg.selectAll', '.svg.axis', '.rangeRoundBands', '.slice', 'Math.pow', 'piesvg.selectAll', '.attr', '.svg.arc', 'bars.append', 'infowindowSiteB.open', '.nodeValue', 'l.select', 'hGDim.r', 'dataset.js', 'd.type', 'traffic.push', '.format', 'aD.map', 'rent.push', 'd.freq.Apartment', 'GetSearchResults.htm', 'leg.update', '.legendFreq', 'x.rangeBand', 'bl.ocks.org', '.attrTween', '.childNodes', 'tr.append', '.interpolate', '.text', 'd.freq', 'bars.select', 'marker.addListener', '.map', 'pieDim.r', 'fData.map', 'y.domain', '.min.js', '.v', '.style', 'hGDim.t', '.enter', 'infowindow.open', 'v.freq', 'hGDim.w', 'legend.select', 'crimesassault.push', 'google.maps.InfoWindow', '.domain', '.sum', '.ajax', 'fData.filter', '.legendPerc', 'pieDim.w', '.max', '.transition', 'infowindowSiteA.open', 'fData.forEach', 'legend.append', '.selectAll', '.sort', 'markerA.addListener', 'crimes.length', 'crimes.push', 'Math.min', 'hG.update', 'fD.map', '.range', '.innerHTML', '.outerRadius', 'hGsvg.append', '.keys', 'v.State', 't.freq', 'hGDim.l', 'd.freq.Street', 'parser.parseFromString', 'pieDim.h', 'Math.sqrt', 's.State', 'markerB.addListener', 'hGDim.b', 'js.org', 'hGDim.h', 'v.total', '.push', 'st.freq', 'locationsToShow.map', '.scale', '.layout.pie', '.call', '.orient', '.select', 'd.State', '.duration', 'd.freq.Weapons', 'xmlDoc.getElementsByTagName', '.innerRadius', '.scale.ordinal', '.bar', '.scale.linear', 'pC.update', 'd.total', 'd.data.type', '.value']",3
409,raulramirezp,2.0,"['police.length', 'Divvy.length', '.total', 'Math.abs', 'houses.length', '.location.coordinates', '.latitude', 'secure.length', 'Traffic.length', 'fire.length', '.domestic', '.arrest', 'results.length', '.longitude', 'decsription.includes']",3
410,fabianr23,2.0,[],3
